invoice_no;customer_id;gender;age;category;sku_id;quantity;price;payment_method;invoice_date;shopping_mall;elasticidad_producto;elasticidad_categoria;volumen_promedio_producto;volumen_promedio_categoria;elasticidad_relativa;volumen_relativo;recomendacion_precio;rol_producto;estrategia_recomendada;estrategia_resumen;n_obs_producto
INV03823;CUST0045;Male;40,00;Electronics;SKU-060;1,00;901,18;Cash;2025-06-20;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;39,00
INV03824;CUST0128;Male;27,00;Electronics;SKU-051;1,00;325,26;Credit Card;2025-07-14;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV03825;CUST0114;Male;42,00;Clothing;SKU-016;2,00;41,83;Credit Card;2025-09-25;Downtown Galleria;0,01;0,01;2,47;2,49;1,47;0,99;Bajar;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;51,00
INV03826;CUST0107;Male;44,00;Home Goods;SKU-081;1,00;208,35;Cash;2025-10-28;North Mall;-0,14;-0,03;1,47;1,52;4,39;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;59,00
INV03827;CUST0172;Female;27,00;Electronics;SKU-057;1,00;272,57;Cash;2025-07-13;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;58,00
INV03828;CUST0198;Male;20,00;Home Goods;SKU-092;2,00;250,44;Cash;2025-08-07;Downtown Galleria;-0,10;-0,03;1,52;1,52;3,06;1,00;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;56,00
INV03829;CUST0160;Female;39,00;Clothing;SKU-013;2,00;102,42;Cash;2025-05-16;North Mall;-0,04;0,01;2,44;2,49;-5,63;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;52,00
INV03830;CUST0164;Male;34,00;Food & Drink;SKU-070;5,00;23,85;Credit Card;2025-07-14;North Mall;0,01;0,00;4,33;4,53;17,90;0,95;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;61,00
INV03831;CUST0067;Male;54,00;Food & Drink;SKU-077;4,00;23,97;Credit Card;2025-06-06;North Mall;0,05;0,00;4,67;4,53;65,58;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;45,00
INV03832;CUST0123;Female;38,00;Electronics;SKU-036;1,00;414,53;Cash;2025-10-29;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;56,00
INV03833;CUST0081;Female;56,00;Electronics;SKU-040;1,00;844,30;Credit Card;2025-06-11;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;54,00
INV03834;CUST0165;Female;57,00;Food & Drink;SKU-065;6,00;36,16;Cash;2025-07-01;North Mall;-0,07;0,00;4,57;4,53;-94,10;1,01;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;51,00
INV03835;CUST0162;Female;49,00;Food & Drink;SKU-062;4,00;14,13;Debit Card;2025-09-09;Downtown Galleria;-0,01;0,00;4,56;4,53;-20,63;1,00;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;54,00
INV03836;CUST0192;Female;42,00;Electronics;SKU-043;1,00;629,46;Credit Card;2025-09-20;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;72,00
INV03837;CUST0003;Female;58,00;Food & Drink;SKU-065;4,00;30,06;Credit Card;2025-08-03;North Mall;-0,07;0,00;4,57;4,53;-94,10;1,01;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;51,00
INV03838;CUST0145;Female;53,00;Electronics;SKU-059;1,00;507,29;Credit Card;2025-08-21;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;41,00
INV03839;CUST0010;Female;44,00;Electronics;SKU-043;1,00;382,97;Credit Card;2025-06-24;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;72,00
INV03840;CUST0088;Male;59,00;Electronics;SKU-034;1,00;439,50;Cash;2025-10-18;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;51,00
INV03841;CUST0119;Female;39,00;Clothing;SKU-017;2,00;150,49;Credit Card;2025-06-21;North Mall;-0,03;0,01;2,38;2,49;-4,15;0,96;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;55,00
INV03842;CUST0108;Female;37,00;Clothing;SKU-011;2,00;119,69;Credit Card;2025-09-08;North Mall;0,03;0,01;2,46;2,49;4,11;0,99;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;48,00
INV03843;CUST0064;Male;59,00;Food & Drink;SKU-064;5,00;15,07;Cash;2025-09-19;Downtown Galleria;0,09;0,00;4,53;4,53;132,57;1,00;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;49,00
INV03844;CUST0114;Male;30,00;Clothing;SKU-019;2,00;93,53;Cash;2025-06-12;North Mall;-0,00;0,01;2,44;2,49;-0,39;0,98;Subir;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;39,00
INV03845;CUST0150;Male;31,00;Electronics;SKU-059;1,00;639,55;Credit Card;2025-09-05;North Mall;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;41,00
INV03846;CUST0015;Female;55,00;Electronics;SKU-051;1,00;786,88;Cash;2025-08-27;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;50,00
INV03847;CUST0167;Female;52,00;Electronics;SKU-057;1,00;583,09;Credit Card;2025-08-08;Westside Plaza;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;58,00
INV03848;CUST0146;Male;45,00;Electronics;SKU-054;1,00;518,03;Debit Card;2025-09-26;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;45,00
INV03849;CUST0120;Male;50,00;Clothing;SKU-003;3,00;130,89;Debit Card;2025-09-11;Westside Plaza;0,13;0,01;2,54;2,49;16,30;1,02;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;54,00
INV03850;CUST0042;Female;25,00;Electronics;SKU-059;1,00;578,94;Cash;2025-11-03;Downtown Galleria;0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;41,00
INV03851;CUST0103;Male;20,00;Electronics;SKU-049;1,00;960,80;Cash;2025-08-13;Westside Plaza;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;56,00
INV03852;CUST0158;Female;21,00;Home Goods;SKU-081;1,00;144,45;Credit Card;2025-06-21;Downtown Galleria;-0,14;-0,03;1,47;1,52;4,39;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;59,00
INV03853;CUST0181;Male;46,00;Electronics;SKU-045;1,00;351,57;Cash;2025-07-04;North Mall;-0,00;0,00;1,00;1,00;N/A;1,00;Mantener;Sin clasificar;Recopilar más datos históricos de precios y ventas para realizar análisis de elasticidad y volumen. Se requieren al menos 3 observaciones de precio-cantidad para estimar elasticidad confiable.;Recolectar mas datos;47,00
INV03854;CUST0068;Male;48,00;Food & Drink;SKU-076;3,00;14,11;Credit Card;2025-09-19;Westside Plaza;-0,08;0,00;4,68;4,53;-108,37;1,03;Bajar mucho;Generador de trafico;Estrategia de penetración: Precios competitivos y promociones agresivas. Alta sensibilidad al precio con alto volumen. Priorizar adquisición de clientes, cross-selling y ventas complementarias. Ofrecer descuentos estratégicos para aumentar volumen y cuota de mercado.;Precios competitivos y promociones;57,00
INV03855;CUST0116;Male;28,00;Home Goods;SKU-087;2,00;222,96;Credit Card;2025-08-21;North Mall;-0,02;-0,03;1,55;1,52;0,47;1,02;Subir;Generador de ganancias;Maximizar márgenes: Subir precios gradualmente sin perder volumen. Producto con demanda inelástica y alto volumen. Priorizar disponibilidad, calidad y mantener cuota de mercado. Fuente estable de ingresos y efectivo.;Subir precio gradual, maximizar margen;65,00
INV03856;CUST0009;Female;59,00;Clothing;SKU-013;3,00;127,53;Debit Card;2025-10-09;North Mall;-0,04;0,01;2,44;2,49;-5,63;0,98;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;52,00
INV03857;CUST0198;Male;47,00;Home Goods;SKU-095;2,00;133,75;Debit Card;2025-08-24;Westside Plaza;0,08;-0,03;1,48;1,52;-2,27;0,97;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;50,00
INV03858;CUST0170;Male;22,00;Home Goods;SKU-086;1,00;205,09;Debit Card;2025-10-13;Downtown Galleria;-0,08;-0,03;1,43;1,52;2,57;0,94;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;47,00
INV03859;CUST0195;Male;28,00;Clothing;SKU-009;2,00;78,27;Credit Card;2025-08-25;Westside Plaza;-0,01;0,01;2,46;2,49;-0,91;0,99;Mantener;Estabilizador de ingresos;Posicionamiento premium: Mantener precios altos para nicho leal. Demanda inelástica con bajo volumen. Enfocarse en calidad superior, exclusividad y segmentación de clientes de alto valor. Considerar descontinuar si los márgenes no justifican el inventario.;Mantener premium, nicho leal;63,00
INV03860;CUST0075;Female;31,00;Food & Drink;SKU-079;4,00;14,54;Credit Card;2025-06-05;Westside Plaza;-0,07;0,00;4,33;4,53;-100,57;0,95;Bajar mucho;Promesa de valor;Posicionamiento por valor: Precio competitivo con diferenciación por calidad. Producto sensible al precio con bajo volumen. Invertir en marketing, branding y fidelización para aumentar volumen. Reducir precios para penetrar mercado y convertir en 'Generador de trafico'.;Precio competitivo, crecer volumen;61,00
